Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-05-16 15:22:00.125 -0600,"Success",0:00:00,0,0,0,"20160516_152200.125/LogFile.txt","","",1
