Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-05-16 14:56:40.161 -0600,"Success",0:00:00,0,0,0,"20160516_145640.161/LogFile.txt","","",1
