Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-05-20 09:07:59.059 -0600,"Success",0:00:00,0,0,0,"20160520_090759.059/LogFile.txt","","",1
