Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-05-25 13:50:19.052 -0600,"Success",0:00:00,0,0,0,"20160525_135019.052/LogFile.txt","","",1
